Id,SalePrice
1645,172272.80849319935
1646,168886.4917036085
1647,198910.50162041467
1648,156389.3692096346
1649,190724.13543767016
1650,164353.60572007712
1651,171673.16138375434
1652,149156.2391940553
1653,150025.63455091344
1654,218090.94350941177
1655,243428.86775302654
1656,234404.2709874506
1657,238230.52813215216
1658,213807.50427977715
1659,214146.56387159368
1660,167576.16910387776
1661,197302.05403950345
1662,194186.01154792405
1663,167898.86591418373
1664,231841.57624211628
1665,158219.66979628216
1666,181490.16969657276
1667,256925.93231355172
1668,192550.84003998546
1669,190748.0765562327
1670,204622.3289572899
1671,199569.1152631208
1672,197622.11641884124
1673,227139.83475443965
1674,184620.8386547864
1675,166471.40606417277
1676,182381.61144239307
1677,165970.86871625454
1678,185239.03625819203
1679,197278.27272605815
1680,152756.99628437625
1681,135247.93299682235
1682,168956.65169135053
1683,127952.50123633663
1684,157884.7490131969
1685,209017.2508889791
1686,127013.61748822418
1687,203365.53898036852
1688,202861.33556083942
1689,210713.30385914087
1690,215568.83710230788
1691,214814.2480106537
1692,220049.10563450083
1693,199203.25922641443
1694,212834.48170685646
1695,191265.46311663208
1696,274123.7343072795
1697,220998.39330806202
1698,196094.44926878074
1699,175671.1537787755
1700,182052.56065174605
1701,203708.42291317327
1702,182314.15242813097
1703,155633.17718325672
1704,174576.10302613507
1705,197452.6146759324
1706,206223.70645950234
1707,190573.3042385962
1708,176823.80235048148
1709,198826.90200789287
1710,164627.0897994454
1711,192451.83343831846
1712,162971.17822001022
1713,186479.09768506163
1714,190894.26620260565
1715,224211.66366874942
1716,159800.48657723216
1717,149998.67934285136
1718,149945.35803770804
1719,212860.10125146626
1720,200011.63265181967
1721,157920.91880869135
1722,151505.4811645099
1723,169873.6064031338
1724,145076.20664595955
1725,220799.17724218188
1726,168267.2761878853
1727,138305.88259531587
1728,178551.6162663779
1729,214201.1861975775
1730,187086.75634299082
1731,173840.41367434198
1732,241118.5529877627
1733,179196.12716657706
1734,209820.00934515067
1735,201612.7947581198
1736,221571.5330289189
1737,275348.2026056996
1738,221642.01606426883
1739,199148.38838562433
1740,170164.7073017701
1741,166181.63383112338
1742,149855.0330674721
1743,161467.47508447582
1744,287426.3969857717
1745,125239.85528548203
1746,237182.89313532074
1747,211939.34645505913
1748,175944.26247094254
1749,214816.15889625443
1750,185977.92899171865
1751,191014.30590299945
1752,166772.38541278325
1753,129587.07044520472
1754,198386.13552645894
1755,174432.19615251746
1756,300990.2050493707
1757,156415.04487006724
1758,158504.4389337082
1759,169153.08197774593
1760,138902.4411356249
1761,163900.48301641777
1762,215667.77377501852
1763,151887.51873154912
1764,134464.4985925957
1765,152378.6853377253
1766,191536.19277016574
1767,192599.8016239697
1768,142267.01362180963
1769,178242.8827275756
1770,205575.92249085024
1771,158177.08529864502
1772,192893.4470616941
1773,147493.11081041262
1774,141873.65544534236
1775,181800.3052743718
1776,144910.0737199512
1777,151752.3860366693
1778,151926.9841609661
1779,138855.52477007048
1780,159730.88935105616
1781,140562.1394070196
1782,146711.50631032937
1783,217020.67314050352
1784,145858.827180519
1785,140903.34401571396
1786,161812.6222652091
1787,190864.2084368243
1788,110294.99974708969
1789,123392.4345841456
1790,158218.511519048
1791,192202.42855576752
1792,141388.81905050657
1793,161201.8761859072
1794,151464.7864379154
1795,196097.7774539991
1796,149229.55841519975
1797,126734.85121433527
1798,151750.0737423056
1799,156596.19476705603
1800,166339.57556962591
1801,183046.03221872626
1802,151109.3309441695
1803,158990.3880120843
1804,190073.3400045032
1805,152219.66981376417
1806,152888.62462317574
1807,168336.59262293007
1808,175976.92396321683
1809,183873.8359149531
1810,166793.6559044935
1811,174733.64437266262
1812,136212.07236119057
1813,177915.45151318403
1814,152694.5785987847
1815,131443.2437103345
1816,140039.12207108224
1817,172165.07967457912
1818,188984.0782070814
1819,156035.86585452312
1820,131273.72436240254
1821,149755.7107420277
1822,164005.65678870154
1823,146133.01017956718
1824,148135.8846380127
1825,143576.54183067314
1826,147525.97631737226
1827,154891.91387745034
1828,239610.0444777706
1829,127370.86421263227
1830,172538.7179516047
1831,161342.98323434658
1832,325724.06042465474
1833,184960.40232421752
1834,228841.5825222897
1835,257432.39638617355
1836,155706.5627958722
1837,122096.71780194003
1838,149309.83051179792
1839,205564.60104837397
1840,184767.7837094028
1841,197647.39358725314
1842,156393.526070844
1843,150176.04965938366
1844,198023.58973370324
1845,184006.7816686677
1846,152838.191397486
1847,173378.18973396867
1848,110580.74520974339
1849,188580.12265527598
1850,149649.43201996302
1851,159721.35828079242
1852,146117.60469541693
1853,134409.45006470432
1854,220034.63952352706
1855,149251.34445865586
1856,179020.9513905144
1857,199923.93344749248
1858,238963.45682172428
1859,144066.95906767467
1860,183530.41293365724
1861,144324.51032408656
1862,230821.14070128748
1863,282983.08091456676
1864,282978.27590465714
1865,148139.30678026835
1866,199867.42844974657
1867,170091.06169856898
1868,203534.40142886277
1869,170680.38324963604
1870,196797.26678504562
1871,162664.5672943507
1872,211838.4847782664
1873,214695.00223003523
1874,155248.27479708014
1875,192442.40696146642
1876,181954.3149607422
1877,199757.85332962984
1878,153206.97767109718
1879,179925.0125938749
1880,165823.10573850104
1881,181587.8267942073
1882,217930.11612860428
1883,177583.8924697845
1884,188714.49476802693
1885,199298.65983233447
1886,157659.63878803546
1887,166950.89909617943
1888,172383.81314028474
1889,187982.20551903377
1890,147275.20007859034
1891,222441.73265319457
1892,157416.62302482428
1893,139850.01296445823
1894,181663.2247681427
1895,125797.11592056166
1896,157585.2039695852
1897,152234.02029703063
1898,195652.67233104064
1899,125383.20708621286
1900,154737.008171635
1901,109185.04406138587
1902,144126.40474611544
1903,168572.77991079845
1904,180210.52476085006
1905,172017.77984980893
1906,103094.03918031268
1907,101867.31803709842
1908,205724.42780506244
1909,195773.50382370374
1910,209205.39979377508
1911,205933.1446179545
1912,139227.67190480194
1913,207247.67170018228
1914,144747.94941981605
1915,231027.47546302242
1916,87389.20472286065
1917,187074.59579448946
1918,159167.88440632165
1919,143674.2846528408
1920,119976.42967327329
1921,188754.3737852214
1922,184765.03160081123
1923,199640.06928120236
1924,199030.0081548682
1925,210473.01100330704
1926,178182.88759987516
1927,168570.68919224213
1928,164995.83010154704
1929,202833.026381847
1930,164403.91148562197
1931,137303.5635827994
1932,146734.5117528489
1933,192073.9963181124
1934,213949.9724692016
1935,179362.90226312907
1936,216885.80979723932
1937,198217.2971610437
1938,175794.49401652932
1939,187971.59062839492
1940,154257.7847323764
1941,202064.193963918
1942,145898.57738740486
1943,142052.66645947058
1944,237631.66450937864
1945,195910.86502628285
1946,235484.1762863291
1947,163394.33673882327
1948,179314.84259946068
1949,175052.45239330194
1950,191219.14268561488
1951,194504.19690742364
1952,186227.2485579669
1953,216556.5268269044
1954,150298.3965379342
1955,166496.1081477542
1956,233322.83109480317
1957,130449.18759042071
1958,195934.91702525722
1959,202272.6248702132
1960,125515.43979829681
1961,147653.38198758638
1962,177918.70489242233
1963,160164.62629275804
1964,169096.60263794503
1965,225788.18761408742
1966,218290.62638996693
1967,167250.5626563719
1968,174188.71056879743
1969,193486.93546984086
1970,190346.57480924358
1971,190173.62065357782
1972,217972.2840958349
1973,186502.81253113475
1974,222692.7604033684
1975,117444.60069642318
1976,190791.51722248527
1977,192112.72387268473
1978,201000.03172299213
1979,144459.2065098698
1980,189059.0996074611
1981,157566.73031895037
1982,128972.92131108184
1983,123301.4821426901
1984,153130.54234946985
1985,133356.3822255555
1986,141027.08343938988
1987,131347.73062960658
1988,209303.24149775758
1989,211894.60428575313
1990,215722.15007320401
1991,164215.81168422446
1992,208932.97987014198
1993,152540.7397648702
1994,208355.0132818392
1995,210423.42158434863
1996,149340.22862312797
1997,186834.84652431513
1998,195507.69073353644
1999,236420.6698580851
2000,229677.51645362985
2001,185386.00240971232
2002,172143.58760162917
2003,184203.83123589377
2004,192577.951061575
2005,222430.4673496744
2006,173744.6680279662
2007,164567.39898525417
2008,175000.9647725439
2009,177895.2613744949
2010,175550.88317372295
2011,142441.83307476973
2012,164439.372163942
2013,204965.34583521582
2014,213818.94013178797
2015,204343.6813070622
2016,181350.4779753206
2017,196279.29392676428
2018,132383.25432761497
2019,207626.56535447508
2020,142811.74892480916
2021,130344.69679206377
2022,177407.44750964397
2023,214846.33983022257
2024,213265.83504782314
2025,171290.11102293577
2026,163151.39928892648
2027,159548.51513193257
2028,164427.2931867381
2029,176450.1012671141
2030,167936.49452448983
2031,163834.73900916413
2032,175104.33110701517
2033,180562.86436671577
2034,197896.69793847908
2035,219792.32214080638
2036,174507.8719972854
2037,168477.28811535946
2038,193335.1930595928
2039,152339.3930085947
2040,192488.84367720716
2041,201776.75162160234
2042,184899.38008143893
2043,223488.85562051355
2044,129466.63767520011
2045,202565.4894503793
2046,126632.41677566411
2047,229070.63356953906
2048,152781.3945893558
2049,197790.97534285646
2050,193263.61282937272
2051,177588.57931979146
2052,146186.2809241859
2053,178943.0445231786
2054,142952.06797160258
2055,154379.1732266152
2056,154513.48912596857
2057,131801.3058962046
2058,203261.58834955306
2059,132378.5407612737
2060,160862.84595017973
2061,216931.9607594966
2062,151227.95002658037
2063,142852.37599817797
2064,178134.05020582472
2065,135792.96129367163
2066,148631.52356483313
2067,154410.36288417564
2068,165733.6965210547
2069,130725.65910446797
2070,159327.93504438558
2071,157029.3788320528
2072,151134.49650920034
2073,269533.3466584762
2074,164866.19416254395
2075,171527.85824563898
2076,151638.6168227209
2077,161480.25967798472
2078,179587.8010781817
2079,159473.53374584013
2080,210164.1605096428
2081,171594.27688853152
2082,150359.0378749548
2083,165357.97267231176
2084,174109.65820573928
2085,120293.00037324402
2086,133491.34621965446
2087,149817.30814025356
2088,175807.2011352185
2089,147632.74836939623
2090,133642.91263084285
2091,146767.77230175427
2092,190218.56020581344
2093,127824.29927786777
2094,158806.0757025742
2095,187533.40507313478
2096,138939.36512516966
2097,160917.21612942914
2098,174009.00474933514
2099,153013.8451502804
2100,145111.6421678613
2101,176863.1846838103
2102,168728.5539289529
2103,159404.69310253952
2104,206670.76136504314
2105,177435.16707878548
2106,103447.5323794014
2107,201558.63097761484
2108,130323.41268545412
2109,147098.06271036895
2110,165081.7266301958
2111,174040.3787431991
2112,157493.51065257116
2113,219253.6795924294
2114,243235.06330345472
2115,172797.00488757758
2116,131468.34550655383
2117,190213.94315973177
2118,173516.61412885174
2119,144826.84708132863
2120,275607.9194875383
2121,nan
2122,190804.66028508218
2123,149223.19077449632
2124,175678.44938025047
2125,167993.74596613413
2126,196826.82585264533
2127,139838.5549701326
2128,173087.51508381258
2129,41235.423285848374
2130,176930.79162345058
2131,148284.6868773568
2132,157771.33070542882
2133,164719.36403070777
2134,154773.96403977624
2135,58636.369108386425
2136,101777.55612387914
2137,193491.20532701514
2138,200306.0805720615
2139,150981.7494575576
2140,175020.9367920818
2141,203896.1993298205
2142,169255.24566796905
2143,176350.24454975044
2144,172395.67454680923
2145,221919.0682642681
2146,131160.03908936822
2147,212709.95448853908
2148,132191.22623203194
2149,165112.4599137783
2150,216584.4193306703
2151,168300.1356718545
2152,168405.26618033595
2153,147543.67739285305
2154,137514.3011294
2155,187314.267523675
2156,261763.27085646807
2157,153604.62030405438
2158,225305.30600085715
2159,214404.3515658153
2160,213245.74850681174
2161,187718.06548394696
2162,173217.63800085272
2163,163851.29573030298
2164,203416.91012034117
2165,210618.0483136172
2166,152928.68787229125
2167,202305.5441568975
2168,207095.39693246098
2169,214832.17710460132
2170,199755.83237392863
2171,161348.7737369156
2172,169910.03009093157
2173,165891.48231437648
2174,174956.53825525512
2175,218912.2249888538
2176,207542.07322722892
2177,229987.0190316006
2178,208534.6810416562
2179,130536.32588101877
2180,183349.1247789556
2181,158415.78389397098
2182,163585.16294776372
2183,167681.60710910422
2184,142338.34009392204
2185,177647.1948453086
2186,184870.18979577668
2187,207609.96181047376
2188,187354.87464258014
2189,nan
2190,149454.009774379
2191,152065.15787883298
2192,146403.0615357121
2193,149769.83124700678
2194,182804.58736320562
2195,109501.48011409456
2196,133323.88742564907
2197,140195.65517055243
2198,137241.25709610982
2199,146901.69678470353
2200,121362.04662466673
2201,142345.3127964518
2202,160723.23877142393
2203,173954.76993405615
2204,164650.52312417582
2205,200978.99013545318
2206,229913.72038137875
2207,132883.71615086668
2208,177734.16965237894
2209,184876.35870166955
2210,212562.56893741703
2211,160411.14086122316
2212,176662.34587635275
2213,163073.86881547386
2214,197574.4954978267
2215,155845.4993983356
2216,175012.15933902847
2217,160766.7021540152
2218,172644.89117240993
2219,216003.54594424463
2220,54270.25653930583
2221,230941.42524375996
2222,170098.68449438066
2223,176949.1085179179
2224,177610.88628108075
2225,190101.60775007735
2226,151139.04495306202
2227,164264.4005896844
2228,176147.7011366698
2229,203181.7372284899
2230,184476.99341756324
2231,182509.67893182792
2232,152639.939422344
2233,160663.4758712734
2234,191799.8266920609
2235,191766.90459355887
2236,184952.79019431482
2237,199892.59691529002
2238,183563.71155772815
2239,214857.9579903775
2240,144087.1972023701
2241,125291.65932704632
2242,153071.9173205723
2243,176661.36424609134
2244,186038.89861850976
2245,225983.26454674514
2246,188958.14792881103
2247,213078.84611776017
2248,182495.24787269245
2249,159343.113366717
2250,157968.02893271542
2251,125142.92235761316
2252,159258.65877062577
2253,204004.5213959021
2254,206789.00411749654
2255,216003.50300831554
2256,175010.0024360651
2257,210901.20571685646
2258,173274.40501082857
2259,199163.38941575534
2260,59765.76740529592
2261,187959.72960463632
2262,153461.57859378489
2263,254603.45478510443
2264,204048.93816229046
2265,189571.3305703805
2266,161359.3358351902
2267,178866.41248871363
2268,258614.2022599819
2269,158919.74485256858
2270,177563.4339465775
2271,167464.7807912368
2272,202382.86370605516
2273,174318.63453866838
2274,149190.76904081105
2275,175202.44734820197
2276,228960.26978934603
2277,170133.87667621372
2278,143751.49596573692
2279,141479.6445356403
2280,154418.9438730828
2281,167732.13651826323
2282,180795.3544004463
2283,163821.5848467964
2284,160620.94887643444
2285,227508.08657603269
2286,142414.34840939657
2287,166856.516448969
2288,156204.13938519583
2289,167278.3195072529
2290,177929.71108835225
2291,185809.2060835403
2292,164058.65467840238
2293,161112.05633261547
2294,201470.21300707659
2295,203314.23536069735
2296,206459.39544893955
2297,214530.12836777
2298,160325.23675800275
2299,214075.57971156202
2300,190912.22190266545
2301,184042.50316800678
2302,194005.3857807846
2303,182697.23367456815
2304,202607.6340219058
2305,139618.64800823492
2306,145241.75907844395
2307,164299.49233325268
2308,184749.48874747875
2309,158892.8762739096
2310,118605.89217373493
2311,124933.72706153167
2312,189166.90137925796
2313,157760.32113748262
2314,177650.09937523757
2315,209167.69707437552
2316,206586.34261256183
2317,191579.85066295034
2318,199200.36785732332
2319,173527.21826779874
2320,156166.88335393555
2321,133934.1593457071
2322,145264.86389632736
2323,209143.02736405632
2324,217658.18114099893
2325,191362.68675115515
2326,214176.02902745115
2327,184975.55477211386
2328,228300.76809595272
2329,210036.03943670448
2330,207582.06760283216
2331,218500.03663781064
2332,212941.18071533175
2333,233619.4522980429
2334,189771.5096450609
2335,189547.9540063817
2336,236878.19259507413
2337,224480.91725529917
2338,224294.2604881522
2339,159009.38135830025
2340,195328.9145400057
2341,236640.3884430339
2342,166786.97516253896
2343,170473.90510243946
2344,183106.64096422
2345,181410.39162993585
2346,172957.75578119422
2347,174936.1195634628
2348,195489.46513620642
2349,202900.34928986887
2350,204196.39190882273
2351,174186.84917129058
2352,187042.78498132044
2353,189862.56434448884
2354,150566.1850415995
2355,151526.69546378462
2356,148521.8422770414
2357,179928.85009423844
2358,218485.70652381348
2359,140050.82669123687
2360,149860.35647797334
2361,154780.9629305767
2362,177370.7164500085
2363,181228.67403435858
2364,202807.6374725848
2365,176789.05089959447
2366,168767.48264903357
2367,164536.80744671333
2368,155508.86111429124
2369,171100.62120829092
2370,173510.4549333159
2371,176434.23126529495
2372,196760.82859334277
2373,230335.95180666115
2374,231607.2876455902
2375,145005.54475547443
2376,162823.603010994
2377,180431.54972700882
2378,145762.3743797734
2379,184479.55866967462
2380,169241.96432917955
2381,138880.0837056538
2382,180395.24944232544
2383,146996.70690242358
2384,171767.15703936544
2385,187801.8530354275
2386,128643.1086013992
2387,155168.4861010061
2388,188162.12731583495
2389,161461.40176032332
2390,196946.6682027414
2391,201337.0031225311
2392,166268.65979435618
2393,224435.24140202423
2394,163016.8206483939
2395,198507.98809150365
2396,188458.90636987108
2397,155484.8440536021
2398,145380.14735218952
2399,142104.7695756274
2400,179761.32711014475
2401,131161.93088756007
2402,132414.57487373162
2403,167065.97480410957
2404,208980.8664705027
2405,171200.63324033335
2406,252016.00491812482
2407,167049.3817612865
2408,154772.86437723198
2409,132894.4672424454
2410,192197.96311944808
2411,143359.62507795676
2412,183671.13916553775
2413,142828.9930915038
2414,175649.0197048537
2415,150111.0863840136
2416,132907.20443437668
2417,173833.0704486433
2418,170947.77108337372
2419,148127.23585104404
2420,158979.1332395362
2421,152360.2206753535
2422,134967.01688933774
2423,170262.80487084502
2424,190108.31317025656
2425,184142.5902469899
2426,182946.42105822643
2427,163254.47460111955
2428,245905.85481280112
2429,185648.5125059553
2430,171560.1292731382
2431,143300.5408167579
2432,161253.44958190664
2433,178164.76528032645
2434,156427.50797392204
2435,152439.6444026339
2436,218689.74249181908
2437,127545.90510038816
2438,146085.7696295142
2439,132025.0627769056
2440,158668.00716663603
2441,153925.21164087902
2442,141218.93107028826
2443,155415.44971209258
2444,160621.2873410411
2445,130976.47354145933
2446,160032.97784419576
2447,233111.8861859377
2448,198022.46596452862
2449,167236.2249979739
2450,170070.314439465
2451,192002.74373119732
2452,151278.21056777463
2453,149174.34544079014
2454,188732.52242151354
2455,137049.93799308653
2456,227174.13865101844
2457,218723.57198791683
2458,183439.29018838878
2459,180071.42335378332
2460,175542.8500014793
2461,170016.5918899643
2462,157135.12954700828
2463,157958.25883653382
2464,203207.0717176874
2465,136520.52271425235
2466,100682.58435112712
2467,242704.81602104384
2468,174649.3613626694
2469,141778.51298027227
2470,205687.01373090505
2471,205388.85234598382
2472,155691.50511384063
2473,170236.93662674158
2474,131081.96589504843
2475,198150.2365866782
2476,181624.59600748678
2477,151017.21058299637
2478,117219.35381945668
2479,174812.21316290146
2480,215612.96484498683
2481,160661.5211813679
2482,180740.17426987036
2483,162700.0314935521
2484,159439.82068688428
2485,218193.07074723882
2486,114070.27666444908
2487,244653.1279394382
2488,160687.0037986344
2489,146754.32860405146
2490,198402.89822583983
2491,139135.1173428062
2492,157490.24117920757
2493,198624.67089151713
2494,189298.7439160503
2495,178723.7104340723
2496,208144.82343975105
2497,165316.60427070048
2498,153120.69710280397
2499,172726.17445321858
2500,127659.05786067444
2501,150562.57580766163
2502,150588.02388470795
2503,170900.40042268008
2504,174138.002390597
2505,218724.86969132713
2506,156761.1373321077
2507,190782.4412581446
2508,184877.65942755927
2509,186739.4484005332
2510,161422.6470984101
2511,163435.4436785749
2512,188136.6935958713
2513,192197.9215037193
2514,164910.22410354958
2515,219017.1895511141
2516,223389.3932939287
2517,197210.087793419
2518,180916.48551948517
2519,229886.5075952021
2520,222903.90533019582
2521,217146.89766115995
2522,186290.03138459363
2523,157227.87321944887
2524,205546.9581192738
2525,188027.36821913972
2526,202806.71968870406
2527,173239.2609025256
2528,161076.0085906827
2529,166022.15961582956
2530,177838.43035442516
2531,180355.04283116417
2532,193012.31412717944
2533,181509.28749676788
2534,151196.56015244767
2535,193446.5858802806
2536,237045.3800793509
2537,178308.4940075178
2538,212083.35319240458
2539,171772.72645524502
2540,161969.87503447864
2541,186270.72102477457
2542,211169.6663122216
2543,141538.42633534363
2544,135425.80762300594
2545,157397.47078006595
2546,125644.70579307
2547,171923.43983081696
2548,261945.42206039277
2549,191519.34791981283
2550,137292.14987616244
2551,139384.23996259412
2552,140858.0671215164
2553,143918.59760726945
2554,171825.45672246985
2555,134587.41861430177
2556,143489.40538464038
2557,123292.43699214596
2558,185791.41457353497
2559,133877.25930911506
2560,129689.09227934972
2561,143582.72148502216
2562,184783.35291658298
2563,135703.68656132324
2564,157765.4657977996
2565,125714.16812911155
2566,196658.5205419121
2567,198368.0789874403
2568,138317.56384538353
2569,229090.3286132956
2570,210040.483177034
2571,183398.606545837
2572,175728.1562453751
2573,172280.05845685545
2574,155441.5664460797
2575,172766.49542683244
2576,247419.87927988975
2577,nan
2578,122052.63556335075
2579,132914.6422044673
2580,238505.77848529554
2581,185587.63395980746
2582,197380.37890733124
2583,167143.93130786606
2584,163920.2493751911
2585,153617.6047521575
2586,183355.20491690258
2587,186175.20325817907
2588,209394.99134372306
2589,188137.93638303818
2590,165061.31715277905
2591,152161.65521351423
2592,166171.15393093988
2593,162105.23314211273
2594,198511.527386533
2595,180443.31833551344
2596,156263.30894482895
2597,174762.8988065401
2598,232953.92465457573
2599,217876.08632373507
2600,108107.1960218919
2601,104878.45379583616
2602,177034.45523000718
2603,183101.5937613781
2604,159489.08643017634
2605,163974.51176353905
2606,141785.47258320992
2607,195808.24896517576
2608,193362.02910543588
2609,201996.89898309225
2610,165123.29325535957
2611,123957.88766609834
2612,195394.65320945354
2613,168802.44548262315
2614,168937.55093207766
2615,169205.16569528112
2616,181768.29564826662
2617,168255.48078466533
2618,151660.8432659965
2619,151875.9279447139
2620,215884.09296008412
2621,201850.9610051792
2622,199871.11935853714
2623,205485.10043843696
2624,176696.92477674998
2625,220451.76782966143
2626,202179.20011404096
2627,171338.72815506047
2628,244912.72846846003
2629,246803.0825194557
2630,223721.7403286387
2631,234461.32873084265
2632,233802.23593514418
2633,132211.5896717331
2634,201222.5435544599
2635,147112.80709113978
2636,178363.64649678653
2637,162578.99056058406
2638,210574.40572536597
2639,202420.34662369668
2640,166832.3361967876
2641,164943.77347933245
2642,181637.85950958787
2643,133001.6158824053
2644,131768.3765912247
2645,164009.61750374347
2646,151736.5744788246
2647,160915.90683473705
2648,237235.2401778715
2649,139584.34783960247
2650,223034.2945273797
2651,231380.5366947278
2652,211387.64767409881
2653,148513.6765268185
2654,157857.87043865933
2655,174520.31803446825
2656,214851.01083887633
2657,195565.60213869208
2658,209114.63419412635
2659,217262.7327015556
2660,198155.67659811903
2661,187866.1765337499
2662,185321.1238221244
2663,207558.3893366698
2664,127533.42717793203
2665,119918.21708466035
2666,122453.64709155762
2667,156345.67969843675
2668,155896.9471308842
2669,187584.62176034032
2670,214563.1403537957
2671,208490.58213509325
2672,125547.18366411352
2673,134778.20032630023
2674,140294.1535991867
2675,126935.22263227322
2676,210609.58626945366
2677,215474.3608396528
2678,213630.2728177513
2679,218972.26760557375
2680,186982.62051477723
2681,233068.9136022552
2682,223133.03697574834
2683,230735.0381508928
2684,221966.3787837573
2685,213574.18918371008
2686,189995.86196507124
2687,176266.62648821925
2688,211388.6886888602
2689,165833.22175105766
2690,263329.53030343517
2691,193403.29603414715
2692,181761.0189259118
2693,179792.7992512934
2694,151971.1090553191
2695,173925.88883542063
2696,201514.64641963207
2697,208655.0548968449
2698,183357.83012319656
2699,140115.9478707229
2700,138136.98064316917
2701,211288.85795645704
2702,126158.69355901763
2703,194389.84308108746
2704,163091.59285634232
2705,112505.51692943269
2706,146593.7622440017
2707,163187.85537243474
2708,184579.74270664487
2709,168386.99682662563
2710,189568.04450057592
2711,251410.9920475522
2712,169839.22444931837
2713,127510.5872665842
2714,181271.63726070707
2715,151481.21532483184
2716,196786.20002533885
2717,213662.33273011365
2718,207140.97204189023
2719,178467.50045426734
2720,120795.52575613433
2721,204289.22502891617
2722,207814.3499780369
2723,196035.89061282354
2724,206522.39876783313
2725,195824.5827386525
2726,156665.639600413
2727,145955.33005934747
2728,174271.953019718
2729,160125.0138616276
2730,138933.21886422203
2731,154151.89300967794
2732,149652.9730291212
2733,129952.23847276057
2734,162806.31636251695
2735,148671.79019930345
